1745079079: mosquitto version 2.0.21 starting
1745079079: Config loaded from mosquitto.conf.
1745079079: Opening ipv4 listen socket on port 1887.
1745079079: mosquitto version 2.0.21 running
1745079082: New connection from 127.0.0.1:56670 on port 1887.
1745079082: New client connected from 127.0.0.1:56670 as auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 (p2, c1, k60).
1745079082: No will message specified.
1745079082: Sending CONNACK to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 (0, 0)
1745079082: Received SUBSCRIBE from auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079082: 	/sensor/temperature/# (QoS 0)
1745079082: auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 0 /sensor/temperature/#
1745079082: Sending SUBACK to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079082: Received SUBSCRIBE from auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079082: 	/sensor/pressure/# (QoS 0)
1745079082: auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 0 /sensor/pressure/#
1745079082: Sending SUBACK to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079086: New connection from 127.0.0.1:56724 on port 1887.
1745079086: New client connected from 127.0.0.1:56724 as raspberry_pi_sector1_dev001_7006321c (p2, c1, k60).
1745079086: No will message specified.
1745079086: Sending CONNACK to raspberry_pi_sector1_dev001_7006321c (0, 0)
1745079086: Received SUBSCRIBE from raspberry_pi_sector1_dev001_7006321c
1745079086: 	/actuator/valve/sector1/dev001 (QoS 0)
1745079086: raspberry_pi_sector1_dev001_7006321c 0 /actuator/valve/sector1/dev001
1745079086: Sending SUBACK to raspberry_pi_sector1_dev001_7006321c
1745079086: Received PUBLISH from raspberry_pi_sector1_dev001_7006321c (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079261: Sending PUBLISH to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079263: Received PINGREQ from auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079263: Sending PINGRESP to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169
1745079266: Received PUBLISH from raspberry_pi_sector1_dev001_7006321c (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745079266: Sending PUBLISH to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745079266: Received PUBLISH from raspberry_pi_sector1_dev001_7006321c (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079266: Sending PUBLISH to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079266: Received PINGREQ from raspberry_pi_sector1_dev001_7006321c
1745079266: Sending PINGRESP to raspberry_pi_sector1_dev001_7006321c
1745079271: Received PUBLISH from raspberry_pi_sector1_dev001_7006321c (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079271: Sending PUBLISH to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079271: Received PUBLISH from raspberry_pi_sector1_dev001_7006321c (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079271: Sending PUBLISH to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079276: Received PUBLISH from raspberry_pi_sector1_dev001_7006321c (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079276: Sending PUBLISH to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079276: Received PUBLISH from raspberry_pi_sector1_dev001_7006321c (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079276: Sending PUBLISH to auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079280: Reloading config.
1745079280: Client raspberry_pi_sector1_dev001_7006321c closed its connection.
1745079280: Client auto-CE0DF2BE-4ED5-B4B5-0495-B91FDDD04169 closed its connection.
1745079528: New connection from 127.0.0.1:57296 on port 1887.
1745079528: New connection from 127.0.0.1:57297 on port 1887.
1745079528: Client <unknown> closed its connection.
1745079528: Client <unknown> closed its connection.
1745079535: New connection from 127.0.0.1:57312 on port 1887.
1745079535: Client <unknown> closed its connection.
1745079535: mosquitto version 2.0.21 starting
1745079535: Config loaded from mosquitto.conf.
1745079535: Opening ipv4 listen socket on port 1888.
1745079535: mosquitto version 2.0.21 running
1745079539: New connection from 127.0.0.1:57324 on port 1887.
1745079539: New client connected from 127.0.0.1:57324 as 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (p2, c1, k60).
1745079539: No will message specified.
1745079539: Sending CONNACK to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (0, 0)
1745079539: Received SUBSCRIBE from 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF
1745079539: 	/sensor/temperature/# (QoS 0)
1745079539: 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF 0 /sensor/temperature/#
1745079539: Sending SUBACK to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF
1745079539: Received SUBSCRIBE from 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF
1745079539: 	/sensor/pressure/# (QoS 0)
1745079539: 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF 0 /sensor/pressure/#
1745079539: Sending SUBACK to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF
1745079542: New connection from 127.0.0.1:57376 on port 1887.
1745079542: New client connected from 127.0.0.1:57376 as raspberry_pi_sector1_dev001_1e412aba (p2, c1, k60).
1745079542: No will message specified.
1745079542: Sending CONNACK to raspberry_pi_sector1_dev001_1e412aba (0, 0)
1745079542: Received SUBSCRIBE from raspberry_pi_sector1_dev001_1e412aba
1745079542: 	/actuator/valve/sector1/dev001 (QoS 0)
1745079542: raspberry_pi_sector1_dev001_1e412aba 0 /actuator/valve/sector1/dev001
1745079542: Sending SUBACK to raspberry_pi_sector1_dev001_1e412aba
1745079542: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079542: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079542: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079542: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079547: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079547: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079547: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745079547: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745079552: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079552: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079552: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745079552: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (102 bytes))
1745079557: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079557: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079557: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079557: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079562: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079562: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079562: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079562: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079563: New connection from 127.0.0.1:57419 on port 1887.
1745079563: Client <unknown> closed its connection.
1745079563: New connection from 127.0.0.1:57420 on port 1887.
1745079563: Client <unknown> closed its connection.
1745079563: New connection from 127.0.0.1:57421 on port 1888.
1745079563: Client <unknown> closed its connection.
1745079567: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079567: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079567: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079567: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079569: New connection from 127.0.0.1:57442 on port 1887.
1745079569: Client <unknown> closed its connection.
1745079569: New connection from 127.0.0.1:57443 on port 1888.
1745079569: Client <unknown> closed its connection.
1745079569: mosquitto version 2.0.21 starting
1745079569: Config loaded from mosquitto.conf.
1745079569: Opening ipv4 listen socket on port 1889.
1745079569: mosquitto version 2.0.21 running
1745079572: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079572: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079572: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079572: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079573: New connection from 127.0.0.1:57455 on port 1887.
1745079573: New client connected from 127.0.0.1:57455 as 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (p2, c1, k60).
1745079573: No will message specified.
1745079573: Sending CONNACK to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (0, 0)
1745079573: Received SUBSCRIBE from 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C
1745079573: 	/sensor/temperature/# (QoS 0)
1745079573: 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C 0 /sensor/temperature/#
1745079573: Sending SUBACK to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C
1745079573: Received SUBSCRIBE from 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C
1745079573: 	/sensor/pressure/# (QoS 0)
1745079573: 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C 0 /sensor/pressure/#
1745079573: Sending SUBACK to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C
1745079576: New connection from 127.0.0.1:57511 on port 1887.
1745079576: New client connected from 127.0.0.1:57511 as raspberry_pi_sector1_dev001_089211de (p2, c1, k60).
1745079576: No will message specified.
1745079576: Sending CONNACK to raspberry_pi_sector1_dev001_089211de (0, 0)
1745079576: Received SUBSCRIBE from raspberry_pi_sector1_dev001_089211de
1745079576: 	/actuator/valve/sector1/dev001 (QoS 0)
1745079576: raspberry_pi_sector1_dev001_089211de 0 /actuator/valve/sector1/dev001
1745079576: Sending SUBACK to raspberry_pi_sector1_dev001_089211de
1745079576: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079576: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079576: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079576: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079576: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079576: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079577: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079577: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079577: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079577: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079577: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079577: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079581: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079581: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079581: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079581: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079581: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079581: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079582: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079582: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079582: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079582: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079582: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079582: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079586: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745079586: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745079586: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745079586: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079586: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079586: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079587: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079587: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079587: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079587: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079587: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079587: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079591: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745079591: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745079591: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (106 bytes))
1745079591: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079591: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079591: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079592: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079592: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079592: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079592: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079592: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079592: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079596: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079596: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079596: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079596: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079596: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079596: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079597: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079597: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079597: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079597: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079597: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079597: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079599: Received PINGREQ from 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF
1745079599: Sending PINGRESP to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF
1745079601: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079601: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079601: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079601: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079601: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079601: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079602: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079602: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079602: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079602: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079602: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079602: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079602: Received PINGREQ from raspberry_pi_sector1_dev001_1e412aba
1745079602: Sending PINGRESP to raspberry_pi_sector1_dev001_1e412aba
1745079606: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079606: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079606: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079606: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079606: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079606: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079607: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079607: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079607: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079607: Received PUBLISH from raspberry_pi_sector1_dev001_1e412aba (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079607: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079607: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/pressure/sector1/dev001', ... (103 bytes))
1745079611: Received PUBLISH from raspberry_pi_sector1_dev001_089211de (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079611: Sending PUBLISH to 977F875C-B7BC-D5F6-FA03-4CCC65E10CBF (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
1745079611: Sending PUBLISH to 9A9E5BFF-7FD2-FE2A-E576-A35073717A9C (d0, q0, r0, m0, '/sensor/temperature/sector1/dev001', ... (107 bytes))
